ID,Energy
2023-01-06 03:00:00_B_2,51.95213185638842
2023-01-06 04:00:00_B_2,50.38234948850834
2023-01-06 19:00:00_B_2,59.62202750612131
2023-01-07 06:00:00_B_2,52.592539377199024
2023-01-01 08:00:00_B_3,45.66939876344105
2023-01-01 15:00:00_B_3,30.222289322070008
2023-01-01 17:00:00_B_3,47.62346387332908
2023-01-01 18:00:00_B_3,56.579493972802645
2023-01-01 22:00:00_B_3,48.700145187786866
2023-01-02 00:00:00_B_3,37.737795430055996
2023-01-02 02:00:00_B_3,22.16741443333922
2023-01-02 03:00:00_B_3,21.687874682092605
2023-01-02 04:00:00_B_3,19.575925791085787
2023-01-02 09:00:00_B_3,37.10696327714556
2023-01-02 11:00:00_B_3,35.15697329238572
2023-01-02 15:00:00_B_3,34.33282912899128
2023-01-02 16:00:00_B_3,37.622419328188315
2023-01-02 22:00:00_B_3,45.57509727735447
2023-01-03 04:00:00_B_3,21.62439822210935
2023-01-03 05:00:00_B_3,20.19464032955132
2023-01-03 08:00:00_B_3,34.124581839406
2023-01-03 20:00:00_B_3,41.17635341959634
2023-01-03 22:00:00_B_3,49.49191711890949
2023-01-04 00:00:00_B_3,38.76411657607991
2023-01-04 03:00:00_B_3,21.405207353607917
2023-01-04 05:00:00_B_3,19.41943910349881
2023-01-04 09:00:00_B_3,25.29912412050976
2023-01-04 13:00:00_B_3,38.91405033433841
2023-01-04 17:00:00_B_3,44.78599128856465
2023-01-04 20:00:00_B_3,38.6312009410881
2023-01-05 02:00:00_B_3,28.093605406522784
2023-01-05 06:00:00_B_3,20.2611455626546
2023-01-05 16:00:00_B_3,31.471854529804205
2023-01-05 23:00:00_B_3,43.54045721700699
2023-01-06 10:00:00_B_3,37.13897907417671
2023-01-06 16:00:00_B_3,34.48274591692319
2023-01-06 18:00:00_B_3,49.86386016110711
2023-01-01 04:00:00_B_4,16.534712140289756
2023-01-01 15:00:00_B_4,22.498312266524728
2023-01-01 19:00:00_B_4,29.777374133401498
2023-01-02 03:00:00_B_4,17.175526195697156
2023-01-02 05:00:00_B_4,16.927088373939416
2023-01-02 08:00:00_B_4,27.04254784967278
2023-01-02 09:00:00_B_4,23.986036948357913
2023-01-02 11:00:00_B_4,21.665497568980847
2023-01-02 13:00:00_B_4,21.92929103793649
2023-01-02 19:00:00_B_4,26.662920834798534
2023-01-03 04:00:00_B_4,16.525566057158056
2023-01-03 05:00:00_B_4,16.28157716600701
2023-01-03 08:00:00_B_4,22.69578726257412
2023-01-03 21:00:00_B_4,26.9205882695453
2023-01-04 08:00:00_B_4,19.555342857440458
2023-01-04 09:00:00_B_4,18.760212802475465
2023-01-05 20:00:00_B_4,25.771435317142796
2023-01-05 21:00:00_B_4,25.895756941510356
2023-01-06 03:00:00_B_4,17.108778006269294
2023-01-06 04:00:00_B_4,16.534712140289756
2023-01-06 17:00:00_B_4,24.443616933601344
2023-01-06 18:00:00_B_4,27.030568278579942
2023-01-06 19:00:00_B_4,29.731854637550157
2023-01-07 06:00:00_B_4,19.472368666831237
2023-01-02 09:00:00_B_5,22.30749514889764
2023-01-02 13:00:00_B_5,22.104285628266155
2023-01-02 17:00:00_B_5,21.832055444378074
2023-01-02 21:00:00_B_5,23.354604521447648
2023-01-03 13:00:00_B_5,22.234891615875792
2023-01-03 15:00:00_B_5,21.907712550082323
2023-01-03 21:00:00_B_5,22.837451751486277
2023-01-03 22:00:00_B_5,22.66256547492002
2023-01-04 01:00:00_B_5,22.236926990188657
2023-01-04 10:00:00_B_5,22.09600521509667
2023-01-04 14:00:00_B_5,22.174376336755294
2023-01-04 20:00:00_B_5,22.966420502972724
2023-01-05 00:00:00_B_5,21.719483339876117
2023-01-05 02:00:00_B_5,22.671415548614874
2023-01-05 11:00:00_B_5,22.01268152987418
2023-01-05 20:00:00_B_5,22.195526027462655
2023-01-05 21:00:00_B_5,22.48268745298098
2023-01-06 06:00:00_B_5,21.5013471013409
2023-01-06 07:00:00_B_5,22.158116221598394
2023-01-06 09:00:00_B_5,21.917624076446934
2023-01-06 18:00:00_B_5,22.40652073721737
2023-01-06 20:00:00_B_5,22.260003920709593
2023-01-07 15:00:00_B_5,22.109421348768592
2023-01-01 01:00:00_B_6,25.065077008336804
2023-01-01 02:00:00_B_6,24.300827592901825
2023-01-01 15:00:00_B_6,24.96884115139675
2023-01-02 00:00:00_B_6,26.696266647546413
2023-01-02 09:00:00_B_6,28.105650668750688
2023-01-02 11:00:00_B_6,26.071731244141525
2023-01-03 03:00:00_B_6,22.30564204727925
2023-01-03 04:00:00_B_6,23.318939211455245
2023-01-03 21:00:00_B_6,28.26757735193304
2023-01-04 01:00:00_B_6,25.76769167099742
2023-01-04 11:00:00_B_6,24.838977670121245
2023-01-04 15:00:00_B_6,25.958198798788302
2023-01-05 00:00:00_B_6,27.867127968179293
2023-01-05 02:00:00_B_6,23.44481344195168
2023-01-05 10:00:00_B_6,27.03560833000764
2023-01-05 13:00:00_B_6,25.911097079801056
2023-01-05 17:00:00_B_6,26.21881727981572
2023-01-05 18:00:00_B_6,28.23432653590509
2023-01-05 23:00:00_B_6,26.365961179080543
2023-01-06 00:00:00_B_6,24.07914295809182
2023-01-06 11:00:00_B_6,26.159861112777993
2023-01-07 09:00:00_B_6,27.879429574947203
2023-01-01 01:00:00_B_7,49.56260993377325
2023-01-01 03:00:00_B_7,49.22052013272213
2023-01-01 05:00:00_B_7,48.36593037931272
2023-01-01 11:00:00_B_7,50.57480969506954
2023-01-01 18:00:00_B_7,49.003276173112205
2023-01-01 21:00:00_B_7,51.35684228563872
2023-01-02 00:00:00_B_7,49.00724883254867
2023-01-02 06:00:00_B_7,49.98947263804675
2023-01-02 19:00:00_B_7,52.71471864332804
2023-01-03 00:00:00_B_7,50.31085319699393
2023-01-03 01:00:00_B_7,48.979440386963
2023-01-03 05:00:00_B_7,48.38476976159143
2023-01-03 06:00:00_B_7,50.3859853717313
2023-01-03 08:00:00_B_7,49.18253919889335
2023-01-03 13:00:00_B_7,51.252525496859434
2023-01-03 16:00:00_B_7,50.08786234942893
2023-01-03 19:00:00_B_7,50.765997001198926
2023-01-04 00:00:00_B_7,49.73715117801683
2023-01-04 09:00:00_B_7,50.10205665231416
2023-01-04 13:00:00_B_7,51.42746709425924
2023-01-04 15:00:00_B_7,51.826303766127225
2023-01-04 16:00:00_B_7,54.50955854375529
2023-01-04 22:00:00_B_7,51.09964173406159
2023-01-04 23:00:00_B_7,51.33986601363213
2023-01-05 00:00:00_B_7,50.68038401827707
2023-01-05 10:00:00_B_7,50.797073525953856
2023-01-05 11:00:00_B_7,49.919310393333305
2023-01-05 12:00:00_B_7,50.92609002027726
2023-01-05 17:00:00_B_7,51.21479533019616
2023-01-05 21:00:00_B_7,50.736670453017666
2023-01-05 23:00:00_B_7,55.72087430968398
2023-01-06 09:00:00_B_7,50.142300844949844
2023-01-06 15:00:00_B_7,49.78529732231135
2023-01-01 02:00:00_B_8,29.62190596448378
2023-01-01 03:00:00_B_8,29.418916852829
2023-01-01 06:00:00_B_8,29.56043027810327
2023-01-01 07:00:00_B_8,29.33830585801352
2023-01-01 09:00:00_B_8,29.781050123028024
2023-01-01 23:00:00_B_8,31.45164620977693
2023-01-02 13:00:00_B_8,29.81533909427935
2023-01-02 14:00:00_B_8,30.0636764002137
2023-01-02 15:00:00_B_8,29.555408755877192
2023-01-03 03:00:00_B_8,29.493122197209274
2023-01-03 08:00:00_B_8,30.758986887100335
2023-01-03 11:00:00_B_8,30.608400809129016
2023-01-03 13:00:00_B_8,30.704915847299944
2023-01-04 02:00:00_B_8,31.274046643346587
2023-01-04 07:00:00_B_8,29.811112118148962
2023-01-04 08:00:00_B_8,30.62708073460977
2023-01-04 14:00:00_B_8,31.550525240349682
2023-01-04 23:00:00_B_8,32.213174806289246
2023-01-05 09:00:00_B_8,30.559893123195536
2023-01-05 23:00:00_B_8,30.814670417453677
2023-01-06 02:00:00_B_8,29.831261360160603
2023-01-06 03:00:00_B_8,29.36902299402907
2023-01-06 10:00:00_B_8,30.456372714150167
2023-01-06 14:00:00_B_8,29.90653336668975
2023-01-06 19:00:00_B_8,30.664706983303887
2023-01-06 20:00:00_B_8,30.831952806579164
2023-01-06 23:00:00_B_8,31.852197571756417
2023-01-07 02:00:00_B_8,29.781383294842676
2023-01-07 05:00:00_B_8,29.378029794888796
2023-01-01 01:00:00_B_9,9.828061196979533
2023-01-01 08:00:00_B_9,16.077583122739764
2023-01-01 09:00:00_B_9,16.222199339996187
2023-01-01 19:00:00_B_9,16.529604426923594
2023-01-01 21:00:00_B_9,16.54548349061627
2023-01-01 22:00:00_B_9,16.393386488217597
2023-01-02 07:00:00_B_9,16.16525798918871
2023-01-02 08:00:00_B_9,16.131457618267078
2023-01-02 12:00:00_B_9,16.422594758545564
2023-01-03 01:00:00_B_9,9.638022004957241
2023-01-03 15:00:00_B_9,17.228223902063267
2023-01-03 18:00:00_B_9,17.051005139778606
2023-01-03 21:00:00_B_9,16.814098497003613
2023-01-03 23:00:00_B_9,16.850913806325728
2023-01-04 07:00:00_B_9,15.988155025970446
2023-01-04 08:00:00_B_9,16.11110020946492
2023-01-04 09:00:00_B_9,16.20436664762344
2023-01-04 11:00:00_B_9,16.686365202054347
2023-01-04 15:00:00_B_9,16.922827645640993
2023-01-05 07:00:00_B_9,16.462825295221847
2023-01-05 10:00:00_B_9,16.489462029834915
2023-01-05 12:00:00_B_9,16.411388092266918
2023-01-05 18:00:00_B_9,16.486830347042453
2023-01-06 05:00:00_B_9,8.519050177599809
2023-01-06 12:00:00_B_9,16.41556902218649
2023-01-06 13:00:00_B_9,16.340619620581524
2023-01-01 03:00:00_B_10,30.34856265955041
2023-01-01 08:00:00_B_10,31.31335619089822
2023-01-01 13:00:00_B_10,32.6304636038791
2023-01-01 20:00:00_B_10,31.073314623919206
2023-01-01 21:00:00_B_10,31.092088256442544
2023-01-03 07:00:00_B_10,30.70983590095534
2023-01-03 14:00:00_B_10,32.533237269491025
2023-01-03 20:00:00_B_10,32.624965453022085
2023-01-03 22:00:00_B_10,31.24033225753835
2023-01-03 23:00:00_B_10,31.210394598115123
2023-01-04 06:00:00_B_10,30.19763591331148
2023-01-04 11:00:00_B_10,32.547233855364595
2023-01-04 15:00:00_B_10,33.69008502110684
2023-01-04 16:00:00_B_10,34.90842685113274
2023-01-04 17:00:00_B_10,32.482094821474625
2023-01-04 21:00:00_B_10,32.968182573339504
2023-01-05 02:00:00_B_10,30.420041353184892
2023-01-05 05:00:00_B_10,30.29725090632453
2023-01-05 06:00:00_B_10,30.20016348512149
2023-01-05 09:00:00_B_10,31.182480573117683
2023-01-05 19:00:00_B_10,31.027539509897636
2023-01-05 22:00:00_B_10,30.993963191573506
2023-01-05 23:00:00_B_10,31.363226522007416
2023-01-06 11:00:00_B_10,31.137466388077247
2023-01-06 14:00:00_B_10,31.393194401094373
2023-01-06 17:00:00_B_10,31.407269799379094
2023-01-07 23:00:00_B_10,31.091811112694423
2023-01-01 02:00:00_B_11,8.25937527264874
2023-01-01 04:00:00_B_11,8.428467696503022
2023-01-01 08:00:00_B_11,15.94361511657553
2023-01-01 09:00:00_B_11,15.974598064167532
2023-01-01 11:00:00_B_11,16.204824295715483
2023-01-01 15:00:00_B_11,16.316371165137042
2023-01-01 19:00:00_B_11,16.470226870437056
2023-01-01 21:00:00_B_11,16.535105052787422
2023-01-02 04:00:00_B_11,8.43855334946641
2023-01-02 05:00:00_B_11,8.363960114933654
2023-01-02 14:00:00_B_11,16.307061869935872
2023-01-02 21:00:00_B_11,16.48925431991477
2023-01-02 22:00:00_B_11,16.307450408100305
2023-01-03 00:00:00_B_11,16.016952042561172
2023-01-03 03:00:00_B_11,8.356054568966353
2023-01-03 04:00:00_B_11,8.21979569577866
2023-01-03 09:00:00_B_11,15.992805340359599
2023-01-03 12:00:00_B_11,16.697741416555292
2023-01-03 13:00:00_B_11,16.906908538883464
2023-01-03 14:00:00_B_11,16.447657004769145
2023-01-03 18:00:00_B_11,16.45190781350596
2023-01-03 22:00:00_B_11,17.224599455355165
2023-01-03 23:00:00_B_11,16.978372874723213
2023-01-04 05:00:00_B_11,8.20458636950153
2023-01-04 07:00:00_B_11,15.770146940768521
2023-01-04 16:00:00_B_11,16.94783226314151
2023-01-04 19:00:00_B_11,16.882599088910197
2023-01-05 16:00:00_B_11,16.605008050337524
2023-01-05 17:00:00_B_11,16.14437926689435
2023-01-06 14:00:00_B_11,16.36056545571131
2023-01-06 21:00:00_B_11,16.416728931984686
2023-01-07 19:00:00_B_11,16.296926697591957
2023-01-01 05:00:00_B_12,8.363960114933654
2023-01-01 06:00:00_B_12,15.333096545062258
2023-01-01 22:00:00_B_12,16.230111511946063
2023-01-02 05:00:00_B_12,8.363960114933654
2023-01-02 06:00:00_B_12,15.262452684327124
2023-01-03 04:00:00_B_12,8.21979569577866
2023-01-03 06:00:00_B_12,15.262452684327124
2023-01-03 07:00:00_B_12,15.99465233815776
2023-01-03 14:00:00_B_12,16.89609623607484
2023-01-03 17:00:00_B_12,16.792817769479033
2023-01-03 20:00:00_B_12,16.833316388526004
2023-01-04 01:00:00_B_12,9.575586169239518
2023-01-04 12:00:00_B_12,16.38931431512759
2023-01-04 21:00:00_B_12,17.849786126016248
2023-01-05 06:00:00_B_12,15.262452684327124
2023-01-05 09:00:00_B_12,16.04279982623961
2023-01-05 12:00:00_B_12,16.15923163067491
2023-01-06 01:00:00_B_12,9.736226318648312
2023-01-06 02:00:00_B_12,8.346425625294067
2023-01-06 06:00:00_B_12,15.73927638252121
2023-01-06 11:00:00_B_12,16.24482816688508
2023-01-06 16:00:00_B_12,16.26823904593202
2023-01-06 19:00:00_B_12,16.337017567901537
2023-01-06 22:00:00_B_12,16.202433989385007
2023-01-07 02:00:00_B_12,8.313803984664206
2023-01-07 23:00:00_B_12,14.789863200870172
2023-01-01 01:00:00_B_13,15.294335480227211
2023-01-01 02:00:00_B_13,15.012051872700287
2023-01-01 03:00:00_B_13,14.922629752391366
2023-01-01 04:00:00_B_13,14.715903959232856
2023-01-01 05:00:00_B_13,14.707315667199968
2023-01-01 06:00:00_B_13,14.791435331696933
2023-01-01 07:00:00_B_13,14.962306297991173
2023-01-01 08:00:00_B_13,14.866544389102891
2023-01-01 09:00:00_B_13,15.156325715518548
2023-01-01 10:00:00_B_13,15.319929644044326
2023-01-01 11:00:00_B_13,15.457885652911589
2023-01-01 12:00:00_B_13,15.118321208324883
2023-01-01 13:00:00_B_13,15.219599619626745
2023-01-01 14:00:00_B_13,15.600986637062018
2023-01-01 15:00:00_B_13,15.411994094471074
2023-01-01 16:00:00_B_13,15.399291511374393
2023-01-01 17:00:00_B_13,15.461189577591762
2023-01-01 18:00:00_B_13,15.38304978877005
2023-01-01 19:00:00_B_13,15.475908826524513
2023-01-01 20:00:00_B_13,15.400788108200743
2023-01-01 21:00:00_B_13,15.429844480477026
2023-01-01 22:00:00_B_13,15.325899836152349
2023-01-01 23:00:00_B_13,15.47401156516927
2023-01-02 00:00:00_B_13,14.588852336920134
2023-01-02 01:00:00_B_13,15.294335480227211
2023-01-02 02:00:00_B_13,15.012051872700287
2023-01-02 03:00:00_B_13,14.922194145791774
2023-01-02 04:00:00_B_13,14.715613091684268
2023-01-02 05:00:00_B_13,14.707315667199968
2023-01-02 06:00:00_B_13,14.791435331696933
2023-01-02 07:00:00_B_13,14.962306297991173
2023-01-02 08:00:00_B_13,14.866544389102891
2023-01-02 09:00:00_B_13,15.010539098024614
2023-01-02 10:00:00_B_13,15.316171384168882
2023-01-02 11:00:00_B_13,15.44938258751396
2023-01-02 12:00:00_B_13,15.153111391331656
2023-01-02 13:00:00_B_13,15.187181258035949
2023-01-02 14:00:00_B_13,15.853000045760675
2023-01-02 15:00:00_B_13,15.379575732880276
2023-01-02 16:00:00_B_13,15.23701417883547
2023-01-02 17:00:00_B_13,15.418596581815084
2023-01-02 18:00:00_B_13,15.403084262307718
2023-01-02 19:00:00_B_13,15.52677826308376
2023-01-02 20:00:00_B_13,15.388127917147937
2023-01-02 21:00:00_B_13,15.455552018393737
2023-01-02 22:00:00_B_13,15.302831497241714
2023-01-02 23:00:00_B_13,15.281179972575142
2023-01-03 00:00:00_B_13,14.508550679357391
2023-01-03 01:00:00_B_13,15.22909244877988
2023-01-03 02:00:00_B_13,14.902898342552518
2023-01-03 03:00:00_B_13,14.751497856746383
2023-01-03 04:00:00_B_13,14.715613091684268
2023-01-03 05:00:00_B_13,14.707315667199968
2023-01-03 06:00:00_B_13,14.791435331696933
2023-01-03 07:00:00_B_13,14.942886342514935
2023-01-03 08:00:00_B_13,14.818334309913386
2023-01-03 09:00:00_B_13,14.959425058292403
2023-01-03 10:00:00_B_13,15.185791998187177
2023-01-03 11:00:00_B_13,15.213349095700488
2023-01-03 12:00:00_B_13,14.94018441004037
2023-01-03 13:00:00_B_13,14.995870848437336
2023-01-03 14:00:00_B_13,15.693999303685487
2023-01-03 15:00:00_B_13,14.98592291494976
2023-01-03 16:00:00_B_13,15.164522550222895
2023-01-03 17:00:00_B_13,15.266446420268839
2023-01-03 18:00:00_B_13,15.186808986142193
2023-01-03 19:00:00_B_13,15.50168627717369
2023-01-03 20:00:00_B_13,15.25777551622166
2023-01-03 21:00:00_B_13,15.553220315335928
2023-01-03 22:00:00_B_13,15.291227206425003
2023-01-03 23:00:00_B_13,15.227821642586584
2023-01-04 00:00:00_B_13,14.188248747624524
2023-01-04 01:00:00_B_13,14.925494190225283
2023-01-04 02:00:00_B_13,13.830960273657686
2023-01-04 03:00:00_B_13,13.308800291681678
2023-01-04 04:00:00_B_13,13.99787031385046
2023-01-04 05:00:00_B_13,14.417048792477399
2023-01-04 06:00:00_B_13,14.867345889148297
2023-01-04 07:00:00_B_13,16.022494211359643
2023-01-04 08:00:00_B_13,14.607715211953636
2023-01-04 09:00:00_B_13,15.035498143028853
2023-01-04 10:00:00_B_13,15.310490549089266
2023-01-04 11:00:00_B_13,15.293712073006418
2023-01-04 12:00:00_B_13,14.94018441004037
2023-01-04 13:00:00_B_13,15.047226710152987
2023-01-04 14:00:00_B_13,15.357084678068606
2023-01-04 15:00:00_B_13,15.185246307778247
2023-01-04 16:00:00_B_13,14.721371369930925
2023-01-04 17:00:00_B_13,15.364546736159241
2023-01-04 18:00:00_B_13,15.182789525365273
2023-01-04 19:00:00_B_13,15.084921752394699
2023-01-04 21:00:00_B_13,15.29986253661972
2023-01-04 23:00:00_B_13,15.343357966891192
2023-01-05 00:00:00_B_13,13.689742709922452
2023-01-05 02:00:00_B_13,15.032038137297928
2023-01-05 03:00:00_B_13,14.511238466683247
2023-01-05 04:00:00_B_13,14.691876729577494
2023-01-05 05:00:00_B_13,14.707315667199968
2023-01-05 06:00:00_B_13,14.791435331696933
2023-01-05 07:00:00_B_13,14.966446487158287
2023-01-05 08:00:00_B_13,14.488030515278908
2023-01-05 09:00:00_B_13,14.861136051194954
2023-01-05 10:00:00_B_13,14.804101687953628
2023-01-05 11:00:00_B_13,15.353990037265483
2023-01-05 12:00:00_B_13,14.98715504995516
2023-01-05 13:00:00_B_13,15.037498753235806
2023-01-05 16:00:00_B_13,15.39460258520839
2023-01-05 17:00:00_B_13,15.257796752188508
2023-01-05 18:00:00_B_13,15.20056477119837
2023-01-05 19:00:00_B_13,15.597970574986393
2023-01-05 22:00:00_B_13,15.313928501667691
2023-01-05 23:00:00_B_13,15.489452354572133
2023-01-06 00:00:00_B_13,14.442292090952169
2023-01-06 01:00:00_B_13,15.241604938739226
2023-01-06 02:00:00_B_13,15.012051872700287
2023-01-06 03:00:00_B_13,14.922194145791774
2023-01-06 04:00:00_B_13,14.715903959232856
2023-01-06 05:00:00_B_13,14.707315667199968
2023-01-06 06:00:00_B_13,14.791435331696933
2023-01-06 08:00:00_B_13,14.83412602751209
2023-01-06 09:00:00_B_13,15.092966361026438
2023-01-06 10:00:00_B_13,15.304179030308624
2023-01-06 11:00:00_B_13,15.444693661347955
2023-01-06 12:00:00_B_13,15.002832454191761
2023-01-06 13:00:00_B_13,15.068611655142208
2023-01-06 14:00:00_B_13,15.879733272821625
2023-01-06 16:00:00_B_13,15.398259442349229
2023-01-06 17:00:00_B_13,15.29301756345474
2023-01-06 18:00:00_B_13,15.190355850137216
2023-01-06 19:00:00_B_13,15.37173634257525
2023-01-06 20:00:00_B_13,15.211391071870748
2023-01-06 21:00:00_B_13,15.297569876965131
2023-01-06 22:00:00_B_13,15.230014599256908
2023-01-06 23:00:00_B_13,15.592703849154013
2023-01-07 02:00:00_B_13,15.004380756606974
2023-01-07 05:00:00_B_13,14.702075905799278
2023-01-07 09:00:00_B_13,15.092966361026438
2023-01-07 12:00:00_B_13,15.134395030772449
2023-01-07 14:00:00_B_13,15.722981530116963
2023-01-07 15:00:00_B_13,15.379575732880276
2023-01-07 19:00:00_B_13,15.687664899221666
2023-01-07 23:00:00_B_13,15.443167116867864
2023-01-01 07:00:00_B_14,17.019712272395886
2023-01-01 11:00:00_B_14,16.961391552224605
2023-01-01 17:00:00_B_14,18.441210654124205
2023-01-01 22:00:00_B_14,16.960589305251975
2023-01-02 03:00:00_B_14,16.347994195236883
2023-01-02 07:00:00_B_14,17.410842053287496
2023-01-03 01:00:00_B_14,16.58053386405278
2023-01-03 07:00:00_B_14,16.724272542106082
2023-01-03 09:00:00_B_14,16.690948118540042
2023-01-03 11:00:00_B_14,17.03587900286904
2023-01-03 15:00:00_B_14,17.21309159999187
2023-01-03 18:00:00_B_14,19.024479531964296
2023-01-03 23:00:00_B_14,19.709821117110696
2023-01-04 10:00:00_B_14,16.738280570150106
2023-01-04 11:00:00_B_14,17.067025244318717
2023-01-04 16:00:00_B_14,19.351782155317597
2023-01-04 17:00:00_B_14,18.27613978099948
2023-01-04 18:00:00_B_14,17.214518232017014
2023-01-04 19:00:00_B_14,16.596407454786306
2023-01-04 21:00:00_B_14,17.477663509974775
2023-01-05 03:00:00_B_14,16.24543209093879
2023-01-05 05:00:00_B_14,16.231684252477947
2023-01-05 06:00:00_B_14,16.399241223707335
2023-01-05 12:00:00_B_14,17.18544597228727
2023-01-05 16:00:00_B_14,16.903715808748284
2023-01-05 17:00:00_B_14,18.706251279813216
2023-01-05 22:00:00_B_14,18.65576680704091
2023-01-06 06:00:00_B_14,16.55816805876072
2023-01-06 23:00:00_B_14,17.79302402560919
2023-01-07 02:00:00_B_14,16.499018013496574
2023-01-07 12:00:00_B_14,17.17284282906451
2023-01-07 15:00:00_B_14,17.566207931964108
2023-01-01 04:00:00_B_15,16.188236409864057
2023-01-01 05:00:00_B_15,16.16919401560379
2023-01-01 09:00:00_B_15,16.702234330532644
2023-01-01 11:00:00_B_15,16.8164229401689
2023-01-01 17:00:00_B_15,16.769159645316623
2023-01-01 21:00:00_B_15,17.0268886614244
2023-01-01 23:00:00_B_15,17.04366843122842
2023-01-02 00:00:00_B_15,16.4329767205506
2023-01-02 01:00:00_B_15,16.65619299086783
2023-01-02 02:00:00_B_15,16.51737241287305
2023-01-02 09:00:00_B_15,16.688215028128283
2023-01-02 10:00:00_B_15,16.793149790096017
2023-01-02 11:00:00_B_15,16.776734756236664
2023-01-02 12:00:00_B_15,16.755031779890583
2023-01-02 16:00:00_B_15,16.885010817556232
2023-01-02 19:00:00_B_15,16.750389738144243
2023-01-02 20:00:00_B_15,16.836004139113726
2023-01-02 21:00:00_B_15,16.918068256117742
2023-01-03 01:00:00_B_15,16.603957261190956
2023-01-03 11:00:00_B_15,16.9048696252447
2023-01-03 13:00:00_B_15,16.99361460120056
2023-01-04 09:00:00_B_15,16.84683728339322
2023-01-04 16:00:00_B_15,16.983492323170488
2023-01-04 21:00:00_B_15,16.994301369113757
2023-01-05 05:00:00_B_15,16.174237925575568
2023-01-05 06:00:00_B_15,16.328210582581576
2023-01-06 02:00:00_B_15,16.466012577668046
2023-01-06 08:00:00_B_15,16.369998782539458
2023-01-06 11:00:00_B_15,16.74367462726595
2023-01-06 20:00:00_B_15,16.67410099050248
2023-01-07 02:00:00_B_15,16.466012577668046
2023-01-07 12:00:00_B_15,16.803071131809023
2023-01-01 03:00:00_B_16,31.377567766337876
2023-01-01 11:00:00_B_16,32.39560879253444
2023-01-01 13:00:00_B_16,32.88793680696624
2023-01-01 15:00:00_B_16,34.16527413547366
2023-01-02 00:00:00_B_16,31.22204160419443
2023-01-02 02:00:00_B_16,31.17983570402673
